Cause Name,Discovery Calendar Year,Discovery Date (Years),Fire Size Class,Statiscal Fire Cause,Fire Number,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Month,Total Acres Burned,Fire Name
Lightning,"2,002","2,002",< 0.25 acres,1,38,38.7414,-112.5064,7,0,DEER PLOT
Lightning,"2,002","2,002",0.5 - 10 acres,1,30,47.4664,-115.0664,7,0,WEST SWAMP
Lightning,"2,002","2,002",< 0.25 acres,1,162,35.2583,-111.39,7,0,DAISEY
Lightning,"2,002","2,002",< 0.25 acres,1,169,33.8267,-109.3733,7,0,CHONCHO 2
Lightning,"2,002","2,002",< 0.25 acres,1,59,32.9067,-105.7033,7,0,CHIPPAWAY
Lightning,"2,002","2,002",< 0.25 acres,1,170,33.3289,-109.3747,7,0,CONKLIN
Smoking,"2,002","2,002",< 0.25 acres,3,148,44.6211,-115.6606,7,0,BEAR CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,32,46.5386,-114.65,7,0,WEASEL
Lightning,"2,002","2,002",< 0.25 acres,1,52,47.095,-113.0033,7,0,BIRTHDAY FIRE
Lightning,"2,002","2,002",< 0.25 acres,1,91,41.4331,-121.5997,7,0,BUTTE
Lightning,"2,002","2,002",< 0.25 acres,1,46,43.8958,-122.0558,7,0,124
Equipment Use,"2,002","2,002",0.5 - 10 acres,2,7,46.3928,-103.7178,7,0,POWELL
Lightning,"2,002","2,002",0.5 - 10 acres,1,40,38.7006,-112.1858,7,0,COW FACE
Lightning,"2,002","2,002",< 0.25 acres,1,42,44.2789,-122.1728,7,0,STAMP FIRE -120
Lightning,"2,002","2,002",< 0.25 acres,1,86,37.5256,-108.4103,7,0,COLT (2)
Lightning,"2,002","2,002",0.5 - 10 acres,1,54,40.3058,-105.4164,7,1,ROCKY
Lightning,"2,002","2,002",< 0.25 acres,1,163,34.7347,-111.9317,7,0,GORGE
Lightning,"2,002","2,002",< 0.25 acres,1,42,37.8656,-109.3997,7,0,SINGLE TREE
Lightning,"2,002","2,002",0.5 - 10 acres,1,85,36.9475,-107.3114,7,1,CEDAR ROCK
Campfire,"2,002","2,002",< 0.25 acres,4,27,37.8736,-119.8531,7,0,EVERGREEN
Campfire,"2,002","2,002",< 0.25 acres,4,30,46.4617,-114.8683,7,0,ITSY BITSY
Campfire,"2,002","2,002",< 0.25 acres,4,25,40.5442,-111.0233,7,0,SOAPSTONE CREEK
Campfire,"2,002","2,002",< 0.25 acres,4,25,56.9167,-134.0167,7,0,KEKU STRAIT
Lightning,"2,002","2,002",< 0.25 acres,1,171,33.9603,-109.4864,7,0,WINN
Lightning,"2,002","2,002",0.5 - 10 acres,1,24,48.7972,-116.1181,7,0,SOLOMON MTN
Children,"2,002","2,002",< 0.25 acres,8,68,32.8911,-116.4531,7,0,PRADO
Miscellaneous,"2,002","2,002",< 0.25 acres,9,44,43.7908,-122.6372,7,0,PATTERSON
Arson,"2,002","2,002",< 0.25 acres,7,113,43.5425,-121.8553,7,0,1058
Lightning,"2,002","2,002",0.5 - 10 acres,1,45,43.8917,-121.9939,7,1,123
Lightning,"2,002","2,002",0.5 - 10 acres,1,149,44.7081,-115.7983,7,1,NEEDLE ROUTE
Lightning,"2,002","2,002",< 0.25 acres,1,209,44.2489,-115.8367,7,0,BULL DOG
Lightning,"2,002","2,002",0.5 - 10 acres,1,150,44.165,-115.8233,7,1,GRANITE BASIN
Arson,"2,002","2,002",< 0.25 acres,7,122,34.3,-118.1514,7,0,VOLVO
Lightning,"2,002","2,002",0.5 - 10 acres,1,39,38.745,-112.4553,7,4,SOUTH MOUNTAIN
Lightning,"2,002","2,002",0.5 - 10 acres,1,63,45.8583,-103.5053,7,1,NURSERY DRAW
Lightning,"2,002","2,002",100 - 300 acres,1,131,44.5794,-115.5617,7,166,JOHNSON CREEK 2
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,101,34.2889,-117.175,7,1,BALLPARK
Smoking,"2,002","2,002",< 0.25 acres,3,38,39.65,-120.7169,7,0,SMITH
Lightning,"2,002","2,002",0.5 - 10 acres,1,43,43.9675,-121.9119,7,0,121
Lightning,"2,002","2,002",< 0.25 acres,1,40,43.5547,-122.2922,7,0,NOISY CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,201,33.1511,-108.3186,7,0,PARK
Lightning,"2,002","2,002",< 0.25 acres,1,31,44.6453,-121.8292,7,0,SHALE
Lightning,"2,002","2,002",10 - 100 acres,1,64,45.5364,-106.0906,7,45,SHILLER
Campfire,"2,002","2,002",< 0.25 acres,4,61,32.9881,-105.7644,7,0,LA LUZ
Lightning,"2,002","2,002",0.5 - 10 acres,1,20,45.6292,-109.8894,7,1,TIE CUTTER
Lightning,"2,002","2,002",0.5 - 10 acres,1,41,45.9817,-115.8233,7,0,CORRAL HILL
Lightning,"2,002","2,002",< 0.25 acres,1,25,42.9781,-122.4778,7,0,ANDERSON
Lightning,"2,002","2,002",< 0.25 acres,1,42,45.6625,-116.0061,7,0,HAPNER CREEK
Campfire,"2,002","2,002",< 0.25 acres,4,32,48.2008,-113.7858,7,0,KNIEFF
Lightning,"2,002","2,002",< 0.25 acres,1,202,33.1022,-108.1347,7,0,FLAT
Lightning,"2,002","2,002",< 0.25 acres,1,36,46.0272,-112.0442,7,0,LOU'S FIRST
Lightning,"2,002","2,002",0.5 - 10 acres,1,65,45.6508,-105.9553,7,2,FRARY
Miscellaneous,"2,002","2,002",< 0.25 acres,9,114,43.7089,-121.3253,7,0,1069
Equipment Use,"2,002","2,002",0.5 - 10 acres,2,35,38.0375,-86.6833,7,1,SAGEBRUSH
Campfire,"2,002","2,002",< 0.25 acres,4,29,48.2525,-113.8025,7,0,MURRY
Lightning,"2,002","2,002",0.5 - 10 acres,1,172,33.07,-109.055,7,4,LUE
Lightning,"2,002","2,002",< 0.25 acres,1,56,40.3094,-105.3406,7,0,KIOWA
Campfire,"2,002","2,002",< 0.25 acres,4,31,48.2169,-113.8006,7,0,LAKEVIEW
Lightning,"2,002","2,002",< 0.25 acres,1,55,40.1933,-105.315,7,0,ANDESITE
Campfire,"2,002","2,002",< 0.25 acres,4,70,32.8694,-116.4136,7,0,DESERT
Miscellaneous,"2,002","2,002",< 0.25 acres,9,69,33.6631,-117.3861,7,0,WASH_I
Lightning,"2,002","2,002",0.5 - 10 acres,1,28,48.5336,-114.6178,7,0,MARTIN
Campfire,"2,002","2,002",< 0.25 acres,4,25,34.8067,-119.2575,7,0,POINT
Campfire,"2,002","2,002",< 0.25 acres,4,139,35.8972,-106.72,7,0,CHARLEY
Miscellaneous,"2,002","2,002",< 0.25 acres,9,57,39.7986,-105.6072,7,0,ARC BACK
Lightning,"2,002","2,002",0.5 - 10 acres,1,46,44.6008,-84.3217,7,6,OLD HAG
Lightning,"2,002","2,002",0.5 - 10 acres,1,31,46.715,-114.6964,7,3,GRANITE PEAK
Lightning,"2,002","2,002",< 0.25 acres,1,87,37.3389,-107.1108,7,0,PRESERVATION
Miscellaneous,"2,002","2,002",< 0.25 acres,9,90,40.7333,-123.2667,7,0,STREAM
Lightning,"2,002","2,002",0.5 - 10 acres,1,103,39.0636,-105.0439,7,1,SOLDIER MOUNTAIN
Miscellaneous,"2,002","2,002",< 0.25 acres,9,73,44.8183,-116.3947,7,0,COLD SPRINGS
Lightning,"2,002","2,002",< 0.25 acres,1,21,43.5086,-109.6883,7,0,SAR
Lightning,"2,002","2,002",0.5 - 10 acres,1,88,37.3986,-107.3697,7,1,BEAR MOUNTAIN
Campfire,"2,002","2,002",< 0.25 acres,4,26,34.5017,-119.6283,7,0,FORBUSH
Lightning,"2,002","2,002",< 0.25 acres,1,89,37.7178,-108.1444,7,0,JOHNNY BULL
Campfire,"2,002","2,002",< 0.25 acres,4,71,32.7119,-116.555,7,0,RING
Miscellaneous,"2,002","2,002",< 0.25 acres,9,14,45.7139,-121.6778,7,0,VIENTO
Lightning,"2,002","2,002","300 - 1,000 acres",1,52,45.5553,-114.9014,7,467,KEY CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,42,38.3558,-119.5775,7,0,PICKLE
Miscellaneous,"2,002","2,002","300 - 1,000 acres",9,35,41.8803,-123.8394,7,850,SHELLEY
Lightning,"2,002","2,002",0.5 - 10 acres,1,102,34.1833,-117.5419,7,3,DAY
Lightning,"2,002","2,002",0.5 - 10 acres,1,52,37.6597,-119.2811,7,1,CECILE
Lightning,"2,002","2,002",< 0.25 acres,1,59,45.1858,-114.4403,7,0,GANT
Lightning,"2,002","2,002",0.5 - 10 acres,1,98,35.0511,-108.0581,7,2,CINDER
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,38,46.875,-120.9383,7,1,BENTON FIRE
Lightning,"2,002","2,002",< 0.25 acres,1,47,44.045,-122.1358,7,0,126
Lightning,"2,002","2,002",0.5 - 10 acres,1,95,42.7586,-123.01,7,1,SPRING
Lightning,"2,002","2,002",< 0.25 acres,1,175,33.4406,-109.4933,7,0,EAGLE
Smoking,"2,002","2,002",< 0.25 acres,3,115,43.7122,-121.6394,7,0,1082
Lightning,"2,002","2,002",< 0.25 acres,1,54,46.1567,-114.2817,7,0,CAMAS LAKE
Campfire,"2,002","2,002",< 0.25 acres,4,33,43.3247,-110.8081,7,0,COBURN
Campfire,"2,002","2,002",< 0.25 acres,4,62,32.8478,-105.8025,7,0,ATKINSON
Lightning,"2,002","2,002",0.5 - 10 acres,1,90,37.3236,-107.4903,7,1,ARBOGAS FLATS
Campfire,"2,002","2,002",< 0.25 acres,4,77,46.7275,-121.0197,7,0,BEAR LAKE
Lightning,"2,002","2,002",< 0.25 acres,1,63,37.9164,-111.5311,7,0,SALT GULCH
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,164,34.7417,-111.0528,7,2,BABBITT
Lightning,"2,002","2,002",0.5 - 10 acres,1,118,44.38,-103.95,7,4,HILL
Lightning,"2,002","2,002",10 - 100 acres,1,173,34.4517,-110.985,7,30,PERSISTENT
Campfire,"2,002","2,002",< 0.25 acres,4,36,39.2178,-120.1339,7,0,WATSON
Lightning,"2,002","2,002",0.5 - 10 acres,1,26,48.0864,-116.1619,7,0,RUEN 26
Campfire,"2,002","2,002",< 0.25 acres,4,35,45.6325,-113.3367,7,0,LILY LAKE
Miscellaneous,"2,002","2,002","> 5,000 acres",9,77,33.1025,-116.5736,7,"61,690",PINES
Lightning,"2,002","2,002",< 0.25 acres,1,13,46.6578,-111.4806,7,0,SPRING GULCH
Lightning,"2,002","2,002",0.5 - 10 acres,1,25,46.9669,-115.6172,7,8,DEVIL
Lightning,"2,002","2,002",< 0.25 acres,1,60,44.4833,-114.95,7,0,BEAVER
Campfire,"2,002","2,002",< 0.25 acres,4,62,48.4167,-115.6683,7,0,SCENERY
Lightning,"2,002","2,002",< 0.25 acres,1,13,41.1167,-106.9017,7,0,GREEN MOUNTAIN TWO
Lightning,"2,002","2,002",0.5 - 10 acres,1,20,48.7161,-118.2544,7,1,ACTION 58
Lightning,"2,002","2,002",0.5 - 10 acres,1,99,33.9192,-107.5003,7,2,SWITCH
Equipment Use,"2,002","2,002",10 - 100 acres,2,43,45.4789,-116.3111,7,10,DEW
Lightning,"2,002","2,002",10 - 100 acres,1,174,34.6178,-110.9369,7,58,TILLMAN
Lightning,"2,002","2,002",< 0.25 acres,1,53,45.91,-114.6714,7,0,ANNIVERSARY
Lightning,"2,002","2,002",0.5 - 10 acres,1,22,45.5503,-110.2425,7,0,BAKER DRAW
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,74,44.3611,-117.2122,7,4,STECK PARK
Lightning,"2,002","2,002",< 0.25 acres,1,151,44.49,-115.6967,7,0,SALMON
Equipment Use,"2,002","2,002",< 0.25 acres,2,72,32.8444,-116.7447,7,0,RANGER
Lightning,"2,002","2,002",< 0.25 acres,1,176,33.7728,-109.3317,7,0,BRIGHAM
Lightning,"2,002","2,002",< 0.25 acres,1,152,44.4492,-115.5656,7,0,BERNARD
Debris Burning,"2,002","2,002",< 0.25 acres,5,53,47.0572,-114.3019,7,0,HOULE CREEK
Debris Burning,"2,002","2,002",< 0.25 acres,5,42,38.6847,-120.2008,7,0,FITZRANCH
Lightning,"2,002","2,002",< 0.25 acres,1,153,44.2094,-115.7631,7,0,BORDERLINE
Campfire,"2,002","2,002",< 0.25 acres,4,141,35.9208,-106.7156,7,0,FISH
Equipment Use,"2,002","2,002",< 0.25 acres,2,85,39.7181,-120.9344,7,0,GRASS
Campfire,"2,002","2,002",< 0.25 acres,4,26,43.9856,-114.8575,7,0,TIN CUP
Campfire,"2,002","2,002",< 0.25 acres,4,41,38.7414,-112.5064,7,0,REDVIEW
Campfire,"2,002","2,002",< 0.25 acres,4,92,41.5131,-121.6314,7,0,CAVE
Campfire,"2,002","2,002",< 0.25 acres,4,140,35.81,-106.6253,7,0,CANYON
Lightning,"2,002","2,002",< 0.25 acres,1,76,45.0211,-114.945,7,0,TWO POINT
Lightning,"2,002","2,002",< 0.25 acres,1,154,44.6942,-115.7458,7,0,SIX BIT CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,54,47.1939,-113.5228,7,0,BOY SCOUT FIRE
Lightning,"2,002","2,002",0.5 - 10 acres,1,50,44.9356,-118.1817,7,0,DUTCH CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,199,33.0183,-108.0008,7,0,POWDER
Lightning,"2,002","2,002",< 0.25 acres,1,104,39.45,-105.1,7,0,OAK BRUSH
Lightning,"2,002","2,002",< 0.25 acres,1,28,35.5119,-93.1822,7,0,ADAMS LIGHTNING
Lightning,"2,002","2,002",0.5 - 10 acres,1,105,39.4667,-105.1089,7,0,MILL
Campfire,"2,002","2,002",< 0.25 acres,4,21,44.7844,-111.2683,7,0,UTAH
Lightning,"2,002","2,002",< 0.25 acres,1,34,48.1806,-113.6519,7,0,JOHN CREEK
Lightning,"2,002","2,002",0.5 - 10 acres,1,22,42.6864,-108.9925,7,1,STOUGH LAKES
Lightning,"2,002","2,002",0.5 - 10 acres,1,200,34.0342,-108.8358,7,1,MANGITAS
Lightning,"2,002","2,002",< 0.25 acres,1,91,45.1625,-116.8225,7,0,DRY CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,55,46.4053,-113.7331,7,0,SPRING CREEK
Equipment Use,"2,002","2,002",10 - 100 acres,2,87,39.8342,-120.75,7,63,POPLAR
Miscellaneous,"2,002","2,002",10 - 100 acres,9,48,43.7903,-122.5339,7,35,BUCKHEAD
Railroad,"2,002","2,002",10 - 100 acres,6,11,43.2539,-103.8678,7,51,EDGEMONT 2
Campfire,"2,002","2,002",< 0.25 acres,4,33,48.5333,-114.1639,7,0,LOWELL
Lightning,"2,002","2,002",100 - 300 acres,1,70,38.3833,-116.7333,7,100,PINON
Children,"2,002","2,002",< 0.25 acres,8,116,44.0497,-121.3203,7,0,1091
Lightning,"2,002","2,002",< 0.25 acres,1,177,33.7933,-109.42,7,0,BORDER
Lightning,"2,002","2,002",0.5 - 10 acres,1,26,31.1319,-94.3861,7,0,MCCARTY
Lightning,"2,002","2,002",0.5 - 10 acres,1,105,30.33,-82.3283,7,1,SNAKE
Equipment Use,"2,002","2,002",< 0.25 acres,2,46,38.2,-108.0833,7,0,SANBORN ROAD
Campfire,"2,002","2,002",< 0.25 acres,4,39,47.3519,-113.8506,7,0,TURQUOISE
Lightning,"2,002","2,002",0.5 - 10 acres,1,66,45.81,-104.5853,7,2,SMITH WELL
Lightning,"2,002","2,002",< 0.25 acres,1,67,45.7953,-104.5231,7,0,HIDDEN SPRING
Campfire,"2,002","2,002",< 0.25 acres,4,2,43.9531,-71.3608,7,0,SQUARE LEDGE
Smoking,"2,002","2,002",< 0.25 acres,3,103,34.2233,-117.0931,7,0,FOX
Lightning,"2,002","2,002",0.5 - 10 acres,1,17,40.7742,-107.2864,7,0,SAWMILL
Lightning,"2,002","2,002",< 0.25 acres,1,27,48.5564,-116.8683,7,0,BARTOO ISLAND
Equipment Use,"2,002","2,002",0.5 - 10 acres,2,86,40.0842,-120.4669,7,2,CROSSING
Arson,"2,002","2,002",< 0.25 acres,7,74,32.7831,-116.7136,7,0,HIDDEN
Arson,"2,002","2,002",0.5 - 10 acres,7,117,43.3361,-121.7172,7,1,1094
Lightning,"2,002","2,002",< 0.25 acres,1,35,48.3525,-114.0806,7,0,BACKDOOR
Children,"2,002","2,002",0.5 - 10 acres,8,38,43.0806,-121.9236,7,0,MILE POST 10
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,111,43.8847,-113.5639,7,2,ANDERSON
Lightning,"2,002","2,002",0.5 - 10 acres,1,24,47.4181,-113.1522,7,1,YOUNGS CREEK
Lightning,"2,002","2,002",0.5 - 10 acres,1,57,47.4997,-115.1247,7,1,EDDY CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,178,34.0631,-109.4069,7,0,NO NAME
Equipment Use,"2,002","2,002",< 0.25 acres,2,46,47.0958,-121.2911,7,0,BLOWOUT CREEK
Railroad,"2,002","2,002",< 0.25 acres,6,15,45.7056,-121.4917,7,0,MILEPOST 64
Campfire,"2,002","2,002",< 0.25 acres,4,48,37.5117,-118.9633,7,0,SCOOP
Miscellaneous,"2,002","2,002",< 0.25 acres,9,43,38.8175,-120.0344,7,0,CCC
Lightning,"2,002","2,002",< 0.25 acres,1,34,40.6011,-121.0011,7,0,CRATER
Campfire,"2,002","2,002",< 0.25 acres,4,36,48.5308,-114.1578,7,0,CAMP 2
Lightning,"2,002","2,002",0.5 - 10 acres,1,67,34.8442,-83.6042,7,0,31-Jul
Lightning,"2,002","2,002",< 0.25 acres,1,35,46.5742,-114.6556,7,0,RUSSIAN
Campfire,"2,002","2,002",< 0.25 acres,4,50,46.995,-120.9444,7,0,MANASTASH LAKE
Lightning,"2,002","2,002",0.5 - 10 acres,1,77,45.43,-115.7128,7,0,TOMATO POINT
Campfire,"2,002","2,002",< 0.25 acres,4,165,35.1667,-111.6989,7,0,FORT
Lightning,"2,002","2,002",0.5 - 10 acres,1,28,48.6492,-116.9872,7,0,REEDER MOUNTAIN
Lightning,"2,002","2,002",< 0.25 acres,1,11,38.0406,-119.1083,7,0,BLACK
Lightning,"2,002","2,002",< 0.25 acres,1,53,38.0406,-119.1083,7,0,BLACK
Campfire,"2,002","2,002",0.5 - 10 acres,4,8,46.5017,-121.8833,7,2,SILER
Lightning,"2,002","2,002",100 - 300 acres,1,52,38.8006,-78.5006,7,158,STUMPHOLE
Lightning,"2,002","2,002",< 0.25 acres,1,57,40.675,-111.1806,7,0,TOP OF LEFT HAND
Lightning,"2,002","2,002",< 0.25 acres,1,204,33.4178,-108.9011,7,0,SHARON
Lightning,"2,002","2,002",0.5 - 10 acres,1,88,45.3581,-117.3911,8,1,TRAVERSE
Lightning,"2,002","2,002",0.5 - 10 acres,1,11,44.9797,-121.7664,8,1,WARM SPRINGS MEADOW
Lightning,"2,002","2,002",0.5 - 10 acres,1,55,46.135,-114.4583,8,2,LOST HORSE
Lightning,"2,002","2,002",0.5 - 10 acres,1,14,42.995,-103.5108,8,1,HAWK NEST
Lightning,"2,002","2,002",10 - 100 acres,1,5,46.6342,-103.4903,8,15,GERBIG
Lightning,"2,002","2,002",10 - 100 acres,1,47,46.2517,-115.0392,8,11,DOE
Lightning,"2,002","2,002",< 0.25 acres,1,7,42.6939,-111.3172,8,0,GOODHEART
Lightning,"2,002","2,002",< 0.25 acres,1,63,45.1689,-118.3039,8,0,BIG BULL
Campfire,"2,002","2,002",< 0.25 acres,4,39,39.235,-120.2689,8,0,TINKER
Miscellaneous,"2,002","2,002",< 0.25 acres,9,35,39.8167,-107.2833,8,0,TRIANGLE MOUNTAIN
Arson,"2,002","2,002",< 0.25 acres,7,91,35.7667,-82.0383,8,0,WOODLAWN
Campfire,"2,002","2,002",< 0.25 acres,4,2,47.8736,-123.1311,8,0,RANGER ISLAND
Equipment Use,"2,002","2,002",< 0.25 acres,2,54,37.5586,-118.6706,8,0,SUBARU
Campfire,"2,002","2,002",< 0.25 acres,4,53,48.2333,-115.6117,8,0,RACE TRACK #7
Lightning,"2,002","2,002",< 0.25 acres,1,142,35.9214,-106.6186,8,0,TORO
Campfire,"2,002","2,002",< 0.25 acres,4,58,44.5253,-121.87,8,0,MARION
Lightning,"2,002","2,002",10 - 100 acres,1,78,45.0858,-114.9022,8,86,ZENA CREEK
Equipment Use,"2,002","2,002",0.5 - 10 acres,2,44,38.9419,-120.7858,8,0,BREEDLOVE
Lightning,"2,002","2,002",0.5 - 10 acres,1,110,30.1967,-84.9083,8,2,WOODPECKER
Lightning,"2,002","2,002",< 0.25 acres,1,10,46.6989,-110.7681,8,0,KNOB
Lightning,"2,002","2,002",< 0.25 acres,1,82,45.8117,-118.0058,8,0,LAST CHANCE
Lightning,"2,002","2,002",< 0.25 acres,1,166,35.0056,-111.3042,8,0,YELLOW JACKET
Lightning,"2,002","2,002",0.5 - 10 acres,1,9,47.5017,-112.8497,8,0,HOADLEY CREEK
Debris Burning,"2,002","2,002",10 - 100 acres,5,27,31.7864,-93.8992,8,35,WALNUT CREEK
Lightning,"2,002","2,002",0.5 - 10 acres,1,30,48.7958,-116.5556,8,1,IRISH CREEK
Lightning,"2,002","2,002",0.5 - 10 acres,1,100,35.3275,-108.5436,8,2,BOUNDARY
Lightning,"2,002","2,002",0.5 - 10 acres,1,29,47.0967,-115.84,8,2,JUNGLE CREEK #4
Lightning,"2,002","2,002",< 0.25 acres,1,31,48.8517,-116.0886,8,0,WEST DEER CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,167,35.1967,-111.4156,8,0,GIANT
Miscellaneous,"2,002","2,002",< 0.25 acres,9,123,34.5611,-118.6761,8,0,BRINKS
Lightning,"2,002","2,002","300 - 1,000 acres",1,61,45.5461,-114.4694,8,382,CATHEDRAL ROCK
Lightning,"2,002","2,002",0.5 - 10 acres,1,54,48.4644,-114.9103,8,1,ELK MTN
Lightning,"2,002","2,002",< 0.25 acres,1,180,34.0025,-109.4678,8,0,BOARDSHACK
Lightning,"2,002","2,002",< 0.25 acres,1,181,34.2969,-110.8578,8,0,FOREST LAKES
Lightning,"2,002","2,002",< 0.25 acres,1,49,44.1156,-121.9433,8,0,KUITAN LAKE 130
Arson,"2,002","2,002",0.5 - 10 acres,7,118,43.5214,-121.2297,8,4,1099
Campfire,"2,002","2,002",< 0.25 acres,4,106,44.9306,-115.825,8,0,SLICK ROCK
Lightning,"2,002","2,002",< 0.25 acres,1,57,41.5942,-121.3239,8,0,KEPHART
Lightning,"2,002","2,002",< 0.25 acres,1,168,35.33,-111.4117,8,0,MOON
Lightning,"2,002","2,002",0.5 - 10 acres,1,169,35.3633,-111.7656,8,2,HOCDERFFER
Lightning,"2,002","2,002",< 0.25 acres,1,181,34.3817,-111.2111,8,0,GATE
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,112,34.2736,-117.2156,8,0,GRASS VALLEY
Lightning,"2,002","2,002",100 - 300 acres,1,157,44.3253,-115.5933,8,144,EAST FORK
Lightning,"2,002","2,002",< 0.25 acres,1,64,32.7097,-105.7061,8,0,ROGERS RUIN
Arson,"2,002","2,002",0.5 - 10 acres,7,39,31.2756,-92.6589,8,8,039 WALKER CREEK
Lightning,"2,002","2,002",< 0.25 acres,1,183,34.3761,-111.1947,8,0,ELL
Lightning,"2,002","2,002",< 0.25 acres,1,170,34.7042,-111.9511,8,0,CORN
Railroad,"2,002","2,002",< 0.25 acres,6,55,48.5539,-115.9756,8,0,RUBY RAIL
Arson,"2,002","2,002",10 - 100 acres,7,35,44.6086,-121.0461,8,15,1101
Miscellaneous,"2,002","2,002",0.5 - 10 acres,9,26,39.6375,-106.5417,8,4,WILDRIDGE
Lightning,"2,002","2,002",< 0.25 acres,1,171,35.0944,-111.3139,8,0,CORNER
Lightning,"2,002","2,002",< 0.25 acres,1,182,34.3925,-111.1889,8,0,MOO
Lightning,"2,002","2,002",< 0.25 acres,1,173,34.8269,-111.5997,8,0,FAITH
Lightning,"2,002","2,002",< 0.25 acres,1,182,34.3667,-110.7125,8,0,BLUE AND WHITE
Lightning,"2,002","2,002",< 0.25 acres,1,23,36.4022,-106.2686,8,0,CHICO
Lightning,"2,002","2,002",< 0.25 acres,1,172,34.8458,-111.5528,8,0,RANGER
Lightning,"2,002","2,002",< 0.25 acres,1,174,34.7511,-111.4986,8,0,SUZI
Lightning,"2,002","2,002",< 0.25 acres,1,175,34.5361,-111.2058,8,0,TURKEY
Lightning,"2,002","2,002",< 0.25 acres,1,176,34.7417,-111.1256,8,0,CIRCLE
Smoking,"2,002","2,002",< 0.25 acres,3,9,45.9333,-121.5522,8,0,RUDY
Lightning,"2,002","2,002",< 0.25 acres,1,177,34.625,-111.0667,8,0,PACKAGE
Lightning,"2,002","2,002",< 0.25 acres,1,178,34.5633,-111.1506,8,0,ROMAN
Lightning,"2,002","2,002",0.5 - 10 acres,1,179,35.3922,-111.4111,8,1,WALK
Lightning,"2,002","2,002",< 0.25 acres,1,184,34.2642,-110.9494,8,0,GORDON
Smoking,"2,002","2,002",< 0.25 acres,3,40,40.3372,-111.0586,8,0,RED HOLLOW
Lightning,"2,002","2,002",< 0.25 acres,1,181,34.7531,-111.5172,8,0,CAMPBELL
Smoking,"2,002","2,002",< 0.25 acres,3,45,45.8567,-116.0883,8,0,FISH CREEK
Lightning,"2,002","2,002",0.5 - 10 acres,1,182,35.3517,-111.43,8,1,TRICK
Lightning,"2,002","2,002",< 0.25 acres,1,183,35.4117,-111.6567,8,0,BURNT KNOB
Campfire,"2,002","2,002",< 0.25 acres,4,38,48.5856,-114.1522,8,0,CREEK
Campfire,"2,002","2,002",< 0.25 acres,4,37,48.5856,-114.1522,8,0,BIG
Debris Burning,"2,002","2,002",0.5 - 10 acres,5,37,31.5306,-92.6125,8,3,037 NELMS LOOP
Smoking,"2,002","2,002",< 0.25 acres,3,101,46.71,-113.9342,8,0,PATTEE CANYON FOLF
Smoking,"2,002","2,002",< 0.25 acres,3,82,46.71,-113.9342,8,0,PATTEE CANYON FOLF
Lightning,"2,002","2,002",< 0.25 acres,1,56,48.7167,-116.0194,8,0,CROSS MOUNTAIN II
Campfire,"2,002","2,002",< 0.25 acres,4,81,47.4244,-94.0586,8,0,STOCKING FIRE
Lightning,"2,002","2,002",0.5 - 10 acres,1,33,46.2947,-114.6358,8,4,DIABLO
Miscellaneous,"2,002","2,002",< 0.25 acres,9,94,41.0189,-122.3858,8,0,POLLARD
Miscellaneous,"2,002","2,002",< 0.25 acres,9,30,39.4958,-106.1514,8,0,TOWER SEVEN
Lightning,"2,002","2,002",< 0.25 acres,1,185,33.8686,-110.8836,8,0,HORSE
Lightning,"2,002","2,002",10 - 100 acres,1,156,44.2414,-115.6025,8,92,NO MAN #3
Equipment Use,"2,002","2,002",0.5 - 10 acres,2,93,40.8831,-122.7878,8,3,PINE
Lightning,"2,002","2,002",< 0.25 acres,1,35,40.7178,-120.8025,8,0,DOW WELL
Lightning,"2,002","2,002",< 0.25 acres,1,186,34.2967,-111.1036,8,0,HIDE
Lightning,"2,002","2,002",0.5 - 10 acres,1,99,39.5439,-119.9903,8,1,ARBOR
Lightning,"2,002","2,002",< 0.25 acres,1,143,36.0011,-106.8172,8,0,JUICE
Debris Burning,"2,002","2,002",< 0.25 acres,5,45,38.6519,-120.1008,8,0,SILVER 2
Lightning,"2,002","2,002",< 0.25 acres,1,187,34.3197,-111.1839,8,0,BROAD
Lightning,"2,002","2,002",0.5 - 10 acres,1,47,38.4167,-108.3519,8,0,COBB SPRING
Lightning,"2,002","2,002",< 0.25 acres,1,72,39.1861,-116.4364,8,0,COPENHAGEN 1
Lightning,"2,002","2,002",0.5 - 10 acres,1,68,33.35,-83.3833,8,1,REID
Lightning,"2,002","2,002",< 0.25 acres,1,189,34.3203,-111.1881,8,0,CAVE
